Source,Target,Label
"client-tabs/client-tab-content/client-contact-persons-tab/components/contactDuplicatePhoneModal/__tests__/contactDuplicatePhoneCheckModal.test.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contactDuplicatePhoneModal/contactDuplicatePhoneCheckModal.component.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contactDuplicatePhoneModal/contactDuplicatePhoneCheckModal.component.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/contactDuplicatePhoneModal/contactDuplicatePhoneCheck.service.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/contactDuplicatePhoneModal/contactDuplicatePhoneCheckModal.component.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contactDuplicatePhoneModal/contactDuplicatePhoneCheck.module.css","client-tabs/client-tab-content/client-contact-persons-tab/components/contactDuplicatePhoneModal/contactDuplicatePhoneCheck.module.css"
"client-tabs/client-tab-content/client-contact-persons-tab/components/contactDuplicatePhoneModal/contactDuplicatePhoneCheckModal.component.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/controlled-input.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/controlled-input.js","client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js","client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/controlled-input.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/customer.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss"
"client-tabs/client-tab-content/client-contact-persons-tab/components/customer.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/customer.js","client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js","client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/customer.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/gender-selection-group.js","client-tabs/client-tab-content/client-contact-persons-tab/components/constants.js","client-tabs/client-tab-content/client-contact-persons-tab/components/constants.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/gender-selection-group.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss"
"client-tabs/client-tab-content/client-contact-persons-tab/components/gender-selection-group.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/gender-selection-group.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/modal.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.container.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.container.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/modal.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss"
"client-tabs/client-tab-content/client-contact-persons-tab/components/modal.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/passport-block.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss"
"client-tabs/client-tab-content/client-contact-persons-tab/components/passport-block.js","client-tabs/client-tab-content/client-contact-persons-tab/components/controlled-input.js","client-tabs/client-tab-content/client-contact-persons-tab/components/controlled-input.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/passport-block.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/passport-block.js","client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js","client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/passport-block.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/phone-email-block.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss"
"client-tabs/client-tab-content/client-contact-persons-tab/components/phone-email-block.js","client-tabs/client-tab-content/client-contact-persons-tab/components/controlled-input.js","client-tabs/client-tab-content/client-contact-persons-tab/components/controlled-input.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/phone-email-block.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/phone-email-block.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/position.js","../../../core/hooks/use-fetch-connector.js","../../../core/hooks/use-fetch-connector.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/position.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/position.js","client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js","client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/position.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/roles.js","../../../core/hooks/use-fetch-connector.js","../../../core/hooks/use-fetch-connector.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/roles.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/roles.js","client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js","client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/roles.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js","client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/utils.js","client-tabs/client-tab-content/client-general-tab/client-contacts/types/client-contacts.types.js","client-tabs/client-tab-content/client-general-tab/client-contacts/types/client-contacts.types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/validation-rules.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js","client-tabs/client-tab-content/client-contact-persons-tab/components/types.js"
"client-tabs/client-tab-content/client-contact-persons-tab/components/warning.js","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss","client-tabs/client-tab-content/client-contact-persons-tab/components/contact-form.module.scss"
"client-tabs/client-tab-content/client-contact-persons-tab/index.js","client-tabs/client-tab-content/client-contact-persons-tab/client-contact-persons-tab.container.js","client-tabs/client-tab-content/client-contact-persons-tab/client-contact-persons-tab.container.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-documents-error/client-contacts-documents-error.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-documents-error/client-contacts-documents-error.module.scss","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-documents-error/client-contacts-documents-error.module.scss"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-documents-error/index.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-documents-error/client-contacts-documents-error.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-documents-error/client-contacts-documents-error.component.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-empty/index.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-empty/client-contacts-empty.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-empty/client-contacts-empty.component.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-error/index.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-error/client-contacts-error.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-error/client-contacts-error.component.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-person/__tests__/client-contacts-person.test.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-person/client-contacts-person.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-person/client-contacts-person.component.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-person/actions-dropdown.js","../../../core/hooks/use-fetch-connector.js","../../../core/hooks/use-fetch-connector.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-person/actions-dropdown.js","client-tabs/client-tab-content/client-contact-persons-tab/components/modal.js","client-tabs/client-tab-content/client-contact-persons-tab/components/modal.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-person/actions-dropdown.js","client-tabs/client-tab-content/client-general-tab/client-contacts/types/client-contacts.types.js","client-tabs/client-tab-content/client-general-tab/client-contacts/types/client-contacts.types.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-person/client-contacts-person.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-person/actions-dropdown.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts-person/actions-dropdown.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts.module.scss","client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts.module.scss"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs/index.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs/index.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/helpers/getActiveDocsForClients.js","client-tabs/client-tab-content/client-general-tab/client-contacts/helpers/getActiveDocsForClients.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-contacts.container.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-creator.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-creator.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs-item/client-docs-item.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs-item/client-doc-item.module.scss","client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs-item/client-doc-item.module.scss"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs-item/index.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs-item/client-docs-item.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs-item/client-docs-item.component.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs/client-docs.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs-item/index.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs-item/index.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs/index.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs/client-docs.component.js","client-tabs/client-tab-content/client-general-tab/client-contacts/client-docs/client-docs.component.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/helpers/__tests__/getActiveDocsForClients.test.js","client-tabs/client-tab-content/client-general-tab/client-contacts/helpers/getActiveDocsForClients.js","client-tabs/client-tab-content/client-general-tab/client-contacts/helpers/getActiveDocsForClients.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/helpers/getActiveDocsForClients.js","client-tabs/client-tab-content/client-general-tab/client-contacts/consts/index.js","client-tabs/client-tab-content/client-general-tab/client-contacts/consts/index.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-creator.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-types.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-types.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-creator.js","client-tabs/client-tab-content/client-general-tab/client-contacts/types/client-contacts.types.js","client-tabs/client-tab-content/client-general-tab/client-contacts/types/client-contacts.types.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.reducer.js","client-tabs/client-tab-content/client-general-tab/client-contacts/consts/index.js","client-tabs/client-tab-content/client-general-tab/client-contacts/consts/index.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.reducer.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-types.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-types.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.saga.js","client-tabs/client-tab-content/client-general-tab/client-contacts/consts/index.js","client-tabs/client-tab-content/client-general-tab/client-contacts/consts/index.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.saga.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-creator.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-creator.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.saga.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-types.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.action-types.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.saga.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.selectors.js","client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.selectors.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.saga.js","client-tabs/client-tab-content/client-general-tab/client-contacts/types/client-contacts.types.js","client-tabs/client-tab-content/client-general-tab/client-contacts/types/client-contacts.types.js"
"client-tabs/client-tab-content/client-general-tab/client-contacts/store/client-contacts.selectors.js","client-tabs/client-tab-content/client-general-tab/client-contacts/types/client-contacts.types.js","client-tabs/client-tab-content/client-general-tab/client-contacts/types/client-contacts.types.js"
"client-tabs/client-tab-content/client-general-tab/client-corporate-card/add-card-button/__tests__/add-card-button.test.js","../../../store/responsibles/responsibles.reducer.js","../../../store/responsibles/responsibles.reducer.js"
"client-tabs/client-tab-content/client-general-tab/client-corporate-card/add-corporate-card-modal/__tests__/create-coporate-card-modal.test.js","../../../store/responsibles/responsibles.reducer.js","../../../store/responsibles/responsibles.reducer.js"
"client-tabs/client-tab-content/client-general-tab/client-corporate-card/add-corporate-card-modal/create-corporate-card.container.js","../../../modules/Presales/domains/interest/stores/create-interest/create-interest.selectors.js","../../../modules/Presales/domains/interest/stores/create-interest/create-interest.selectors.js"
"client-tabs/client-tab-content/client-general-tab/client-corporate-card/add-corporate-card-modal/create-corporate-card.container.js","../../../store/responsibles/responsibles.selectors.js","../../../store/responsibles/responsibles.selectors.js"
"client-tabs/client-tab-content/client-general-tab/client-corporate-card/add-corporate-card-modal/create-corporate-card.container.js","../../../store/selectors/user.js","../../../store/selectors/user.js"
"client-tabs/client-tab-content/client-general-tab/client-corporate-card/add-corporate-card-modal/create-corporate-card.form.js","client-tabs/client-tab-content/client-general-tab/client-corporate-card/add-corporate-card-modal/create-corporate-card.modal.module.scss","client-tabs/client-tab-content/client-general-tab/client-corporate-card/add-corporate-card-modal/create-corporate-card.modal.module.scss"
"client-tabs/client-tab-content/client-general-tab/client-corporate-card/corporate-card-item/corporate-card-item.component.js","client-tabs/client-tab-content/client-general-tab/client-corporate-card/corporate-card-item/corporate-card-item.module.css","client-tabs/client-tab-content/client-general-tab/client-corporate-card/corporate-card-item/corporate-card-item.module.css"
"client-tabs/client-tab-content/client-general-tab/client-corporate-card/corporate-card-list/corporate-card-list.component.js","client-tabs/client-tab-content/client-general-tab/client-corporate-card/corporate-card-list/corporate-card-list.module.css","client-tabs/client-tab-content/client-general-tab/client-corporate-card/corporate-card-list/corporate-card-list.module.css"
"client-tabs/client-tab-content/client-general-tab/client-corporate-card/delete-corporate-card-modal/delete-corporate-card.component.js","client-tabs/client-tab-content/client-general-tab/client-corporate-card/delete-corporate-card-modal/delete-corporate-card.modal.module.scss","client-tabs/client-tab-content/client-general-tab/client-corporate-card/delete-corporate-card-modal/delete-corporate-card.modal.module.scss"
"client-tabs/client-tab-content/client-general-tab/client-personal-managers/client-personal-managers.component.js","client-tabs/client-tab-content/client-general-tab/client-personal-managers/no-manager-state/index.js","client-tabs/client-tab-content/client-general-tab/client-personal-managers/no-manager-state/index.js"
"client-tabs/client-tab-content/client-general-tab/client-personal-managers/client-personal-managers.component.js","client-tabs/client-tab-content/client-general-tab/client-personal-managers/personal-managers-skeleton.js","client-tabs/client-tab-content/client-general-tab/client-personal-managers/personal-managers-skeleton.js"
"client-tabs/client-tab-content/client-history-tab/client-history-body-list/client-history-body-list.container.js","client-tabs/client-tab-content/client-history-tab/client-history-body-list/client-history-body-list.component.js","client-tabs/client-tab-content/client-history-tab/client-history-body-list/client-history-body-list.component.js"
"client-tabs/client-tab-content/client-history-tab/client-history-body-list/client-history-body-list.container.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-creator.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-creator.js"
"client-tabs/client-tab-content/client-history-tab/client-history-body-list/index.js","client-tabs/client-tab-content/client-history-tab/client-history-body-list/client-history-body-list.container.js","client-tabs/client-tab-content/client-history-tab/client-history-body-list/client-history-body-list.container.js"
"client-tabs/client-tab-content/client-history-tab/client-history-empty/index.js","client-tabs/client-tab-content/client-history-tab/client-history-empty/client-history-empty.component.js","client-tabs/client-tab-content/client-history-tab/client-history-empty/client-history-empty.component.js"
"client-tabs/client-tab-content/client-history-tab/client-history-error/index.js","client-tabs/client-tab-content/client-history-tab/client-history-error/client-history-error.component.js","client-tabs/client-tab-content/client-history-tab/client-history-error/client-history-error.component.js"
"client-tabs/client-tab-content/client-history-tab/client-history-header-list/index.js","client-tabs/client-tab-content/client-history-tab/client-history-header-list/client-history-header-list.component.js","client-tabs/client-tab-content/client-history-tab/client-history-header-list/client-history-header-list.component.js"
"client-tabs/client-tab-content/client-history-tab/client-history-list-skeleton/index.js","client-tabs/client-tab-content/client-history-tab/client-history-list-skeleton/client-history-list-skeleton.component.js","client-tabs/client-tab-content/client-history-tab/client-history-list-skeleton/client-history-list-skeleton.component.js"
"client-tabs/client-tab-content/client-history-tab/client-history-tab.container.js","client-tabs/client-tab-content/client-history-tab/client-history-tab.component.js","client-tabs/client-tab-content/client-history-tab/client-history-tab.component.js"
"client-tabs/client-tab-content/client-history-tab/client-history-tab.container.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-creator.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-creator.js"
"client-tabs/client-tab-content/client-history-tab/store/client-history.action-creator.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-types.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-types.js"
"client-tabs/client-tab-content/client-history-tab/store/client-history.action-creator.js","client-tabs/client-tab-content/client-history-tab/types/client-history-tab.types.js","client-tabs/client-tab-content/client-history-tab/types/client-history-tab.types.js"
"client-tabs/client-tab-content/client-history-tab/store/client-history.reducer.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-types.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-types.js"
"client-tabs/client-tab-content/client-history-tab/store/client-history.reducer.js","client-tabs/client-tab-content/client-history-tab/types/client-history-tab.types.js","client-tabs/client-tab-content/client-history-tab/types/client-history-tab.types.js"
"client-tabs/client-tab-content/client-history-tab/store/client-history.saga.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-creator.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-creator.js"
"client-tabs/client-tab-content/client-history-tab/store/client-history.saga.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-types.js","client-tabs/client-tab-content/client-history-tab/store/client-history.action-types.js"
"client-tabs/client-tab-content/client-history-tab/store/client-history.saga.js","client-tabs/client-tab-content/client-history-tab/store/client-history.selectors.js","client-tabs/client-tab-content/client-history-tab/store/client-history.selectors.js"
"client-tabs/client-tab-content/client-history-tab/store/client-history.saga.js","client-tabs/client-tab-content/client-history-tab/types/client-history-tab.types.js","client-tabs/client-tab-content/client-history-tab/types/client-history-tab.types.js"
"client-tabs/client-tab-content/client-history-tab/store/client-history.selectors.js","client-tabs/client-tab-content/client-history-tab/types/client-history-tab.types.js","client-tabs/client-tab-content/client-history-tab/types/client-history-tab.types.js"
"client-tabs/client-tab-content/client-info-tab/cannot-get-info-error/__tests__/cannot-get-info-error.test.js","client-tabs/client-tab-content/client-info-tab/cannot-get-info-error/cannot-get-info-error.component.js","client-tabs/client-tab-content/client-info-tab/cannot-get-info-error/cannot-get-info-error.component.js"
"client-tabs/client-tab-content/client-info-tab/cannot-get-info-error/index.js","client-tabs/client-tab-content/client-info-tab/cannot-get-info-error/cannot-get-info-error.component.js","client-tabs/client-tab-content/client-info-tab/cannot-get-info-error/cannot-get-info-error.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/__tests__/client-info-section-branches.component.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branch-item/__tests__/client-info-section-branch-item.component.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branch-item/client-info-section-branch-item.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branch-item/client-info-section-branch-item.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branch-item/client-info-section-branch-item.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branch-item/client-info-section-branch-item.module.scss","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branch-item/client-info-section-branch-item.module.scss"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branch-item/client-info-section-branch-item.container.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branch-item/client-info-section-branch-item.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branch-item/client-info-section-branch-item.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches-list/__tests__/client-info-section-branches-list.component.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches-list/client-info-section-branches-list.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches-list/client-info-section-branches-list.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches-list/client-info-section-branches-list.container.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches-list/client-info-section-branches-list.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches-list/client-info-section-branches-list.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches-skeleton/client-info-section-branches-skeleton.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches-skeleton/client-info-section-branches-skeleton.module.scss","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches-skeleton/client-info-section-branches-skeleton.module.scss"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches.container.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/helpers/__tests__/format-branch-phone.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/helpers/format-branch-phone.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/helpers/format-branch-phone.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches.container.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/client-info-section-branches.container.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/__tests__/client-branches-sagas/get-client-branches-flow.saga.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-creators.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-creators.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/__tests__/client-branches-sagas/get-client-branches-flow.saga.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.saga.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.saga.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/__tests__/client-branches-sagas/open-client-branches-details-flow.saga.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-creators.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-creators.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/__tests__/client-branches-sagas/open-client-branches-details-flow.saga.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.saga.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.saga.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-creators.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-types.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-types.js"
